Line Item ID,Customers,Project,Opening ID,Component,Category,Hardware Sets,Quantity,Base Cost Reg,Base Cost (With OR),Total Cost,% Markup,Price Overrides (Table),HW - Price Override,Door- Price Override,Frame - Price Override ,Markup,% Markup Override,Unit Price,Final Price,C Composite Key,M Composite Key,P Composite Key,Openings,Price Override,Markup Override,Default Markup (from Project),Component Summary,P_Record_ID,C_Record_ID,Hardware Sets copy,Components copy,Components copy,Items (Nested),From field: Items (Nested)
512,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Frame: Hollow Metal, KD, (16 Gauge)""",Frame,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Frame",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Frame: Hollow Metal, KD, (16 Gauge)""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recWDXRqyasKYHX11,,,"""Frame: Hollow Metal, KD, (16 Gauge)""",,
511,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Door: Solid Core Wood, Plastic Laminate """,Door,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Door",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Door: Solid Core Wood, Plastic Laminate """,,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgJV17nGr8Am78I,,,"""Door: Solid Core Wood, Flush, Plastic Laminate """,,
513,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Door: Solid Core Wood, Plastic Laminate """,Door,,12,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Door",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Door: Solid Core Wood, Plastic Laminate """,,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgJV17nGr8Am78I,,,"""Door: Solid Core Wood, Flush, Plastic Laminate """,,
514,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",Frame,,12,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Frame",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recBjbgpZvYR10ezl,,,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,
515,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",12,$0.00,$98.00,$1176.00,"35%, 35%, 35%, 35%, 35%",14,$98.00,,,,,$98.00,$1176.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recoCiALt3MSSLLva,,,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,
516,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",12,$4.96,$98.00,$1176.00,"35%, 35%, 35%, 35%, 35%",13,$98.00,,,,,$98.00,$1176.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgOoqq2trekKUUQ,,,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,
517,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",36,$3.96,$98.00,$3528.00,"35%, 35%, 35%, 35%, 35%",12,$98.00,,,,,$98.00,$3528.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",rec2oJ5Tew3IJ5h5b,,,"""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",,
518,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",12,$0.00,$98.00,$1176.00,"35%, 35%, 35%, 35%, 35%",15,$98.00,,,,,$98.00,$1176.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",rec9aocx6mZJrzeuN,,,"""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",,
519,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Door: Solid Core Wood, Plastic Laminate """,Door,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Door",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Door: Solid Core Wood, Plastic Laminate """,,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgJV17nGr8Am78I,,,"""Door: Solid Core Wood, Flush, Plastic Laminate """,,
520,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",Frame,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Frame",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recBjbgpZvYR10ezl,,,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,
521,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",105,$0.00,$98.00,$10290.00,"35%, 35%, 35%, 35%, 35%",14,$98.00,,,,,$98.00,$10290.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recoCiALt3MSSLLva,,,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,
522,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",105,$4.96,$98.00,$10290.00,"35%, 35%, 35%, 35%, 35%",13,$98.00,,,,,$98.00,$10290.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,,,"35%, 35%, 35%, 35%, 35%",,"recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgOoqq2trekKUUQ,,,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,
523,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",315,$3.96,$98.00,$30870.00,"35%, 35%, 35%, 35%, 35%",12,$98.00,,,,,$98.00,$30870.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",rec2oJ5Tew3IJ5h5b,,,"""Hardware: Hager, Hinges, BB1279 4.5x4.5, US26D""",,
524,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",105,$0.00,$98.00,$10290.00,"35%, 35%, 35%, 35%, 35%",15,$98.00,,,,,$98.00,$10290.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",rec9aocx6mZJrzeuN,,,"""Hardware: Pemko, Door Shoe, 2173DV35.625, Dark Bronze Aluminum""",,
525,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Door: Solid Core Wood, Plastic Laminate """,Door,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Door",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Door: Solid Core Wood, Plastic Laminate """,,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgJV17nGr8Am78I,,,"""Door: Solid Core Wood, Flush, Plastic Laminate """,,
526,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",Frame,,105,$0.00,$0.00,$0.00,"35%, 35%, 35%, 35%, 35%",,,,,,,$0.00,$0.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Frame",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recBjbgpZvYR10ezl,,,"""Frame: , Timely Frame, Pre-Finish, (18 Gauge)""",,
527,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",105,$0.00,$98.00,$10290.00,"35%, 35%, 35%, 35%, 35%",14,$98.00,,,,,$98.00,$10290.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recoCiALt3MSSLLva,,,"""Hardware: Hager, Cylindrical Passage, 2510 2-3/4 WTN ASA, US26D""",,
528,"""HiFive Development Services, Inc."",Eitzah,Eitzah,Eitzah,Eitzah","""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_"",""Home 2 Suites - Springfield, OH_""",,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",Hardware,"""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""" - 12""",105,$4.96,$98.00,$10290.00,"35%, 35%, 35%, 35%, 35%",13,$98.00,,,,,$98.00,$10290.00,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_Hardware",,"""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_"", ""Home 2 Suites - Springfield, OH_""_""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,,,"35%, 35%, 35%, 35%, 35%","""""""Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_"""", """"Home 2 Suites - Springfield, OH_""""""","recOpavj8U2Hhje49, reckSO5FyASeoCxT8, reck3CbVJe8dIfk8p, recxMWDIwvMSsEzRm, recKjmO5Y02xfsnh1",recgOoqq2trekKUUQ,,,"""Hardware: Hager, Closer, 5200 MLT ADJ 1-6 ALM BF, ALM""",,
